lo,la,examin_dt,specs_kr_nm,bhgdm,vtdgr_cd
130.863703,37.497778,"2013-06-29",너도밤나무,3.4,AS
130.863703,37.497778,"2013-06-29",너도밤나무,7.7,AS
130.863703,37.497778,"2013-06-29",너도밤나무,25.9,AS
130.863703,37.497778,"2013-06-29",너도밤나무,17.7,AS
130.863703,37.497778,"2013-06-29",너도밤나무,2.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,2.6,AS
130.863703,37.497778,"2013-06-29",솔송나무,3.0,AS
130.863703,37.497778,"2013-06-29",솔송나무,3.3,AF
130.863703,37.497778,"2013-06-29",너도밤나무,31.4,AS
130.863703,37.497778,"2013-06-29",너도밤나무,35.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,13.0,AS
130.863703,37.497778,"2013-06-29",너도밤나무,5.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,17.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,27.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,13.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,5.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,6.4,AS
130.863703,37.497778,"2013-06-29",너도밤나무,8.3,AS
130.863703,37.497778,"2013-06-29",너도밤나무,28.3,AS
130.863703,37.497778,"2013-06-29",너도밤나무,14.6,AS
130.863703,37.497778,"2013-06-29",너도밤나무,6.8,AS
130.863703,37.497778,"2013-06-29",마가목,21.2,AS
130.863703,37.497778,"2013-06-29",마가목,19.6,AS
130.863703,37.497778,"2013-06-29",너도밤나무,22.9,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,17.5,AS
130.863703,37.497778,"2013-06-29",솔송나무,4.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,35.7,AS
130.863703,37.497778,"2013-06-29",너도밤나무,6.5,AS
130.863703,37.497778,"2013-06-29",솔송나무,5.5,AS
130.863703,37.497778,"2013-06-29",섬피나무,19.8,AS
130.863703,37.497778,"2013-06-29",섬피나무,16.8,AS
130.863703,37.497778,"2013-06-29",쪽동백나무,6.9,AS
130.863703,37.497778,"2013-06-29",마가목,22.0,AS
130.863703,37.497778,"2013-06-29",마가목,11.7,AS
130.863703,37.497778,"2013-06-29",마가목,32.2,AS
130.863703,37.497778,"2013-06-29",주목,4.1,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,19.5,AS
130.863703,37.497778,"2013-06-29",섬벚나무,13.8,AS
130.863703,37.497778,"2013-06-29",섬단풍나무,15.8,AS
130.863703,37.497778,"2013-06-29",섬단풍나무,19.2,AS
130.863703,37.497778,"2013-06-29",섬단풍나무,5.8,AS
130.863703,37.497778,"2013-06-29",섬단풍나무,2.6,AS
130.863703,37.497778,"2013-06-29",마가목,22.3,AS
130.863703,37.497778,"2013-06-29",마가목,22.3,AS
130.863703,37.497778,"2013-06-29",섬벚나무,15.9,AS
130.863703,37.497778,"2013-06-29",솔송나무,5.7,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.5,AS
130.863703,37.497778,"2013-06-29",너도밤나무,29.5,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,32.7,AS
130.863703,37.497778,"2013-06-29",너도밤나무,38.6,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,39.4,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.9,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.0,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.3,AS
130.863703,37.497778,"2013-06-29",너도밤나무,25.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,36.7,AS
130.863703,37.497778,"2013-06-29",너도밤나무,9.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.9,AS
130.863703,37.497778,"2013-06-29",너도밤나무,40.6,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.4,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.5,AS
130.863703,37.497778,"2013-06-29",너도밤나무,34.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,7.6,AS
130.863703,37.497778,"2013-06-29",너도밤나무,21.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,22.4,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.8,AS
130.863703,37.497778,"2013-06-29",솔송나무,4.0,AS
130.863703,37.497778,"2013-06-29",섬벚나무,34.1,AS
130.863703,37.497778,"2013-06-29",마가목,16.4,AS
130.863703,37.497778,"2013-06-29",솔송나무,5.6,AS
130.863703,37.497778,"2013-06-29",솔송나무,2.9,AS
130.863703,37.497778,"2013-06-29",솔송나무,6.0,AS
130.863703,37.497778,"2013-06-29",솔송나무,6.7,AS
130.863703,37.497778,"2013-06-29",솔송나무,6.4,AS
130.863703,37.497778,"2013-06-29",마가목,18.8,AS
130.863703,37.497778,"2013-06-29",마가목,10.1,AS
130.863703,37.497778,"2013-06-29",마가목,18.5,AS
130.863703,37.497778,"2013-06-29",너도밤나무,30.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,5.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,8.5,AS
130.863703,37.497778,"2013-06-29",너도밤나무,7.5,AS
130.863703,37.497778,"2013-06-29",너도밤나무,20.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,17.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,29.3,AS
130.863703,37.497778,"2013-06-29",너도밤나무,11.3,AD
130.863703,37.497778,"2013-06-29",너도밤나무,31.3,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.6,AS
130.863703,37.497778,"2013-06-29",마가목,9.0,AS
130.863703,37.497778,"2013-06-29",마가목,17.3,AS
130.863703,37.497778,"2013-06-29",솔송나무,7.2,AS
130.863703,37.497778,"2013-06-29",섬단풍나무,14.5,AS
130.863703,37.497778,"2013-06-29",섬단풍나무,8.0,AS
130.863703,37.497778,"2013-06-29",주목,3.9,AS
130.863703,37.497778,"2013-06-29",솔송나무,5.0,AS
130.863703,37.497778,"2013-06-29",솔송나무,4.2,AS
130.863703,37.497778,"2013-06-29",쪽동백나무,7.3,AS
130.863703,37.497778,"2013-06-29",솔송나무,5.3,AS
130.863703,37.497778,"2013-06-29",주목,4.4,AS
130.863703,37.497778,"2013-06-29",마가목,13.2,AS
130.863703,37.497778,"2013-06-29",쪽동백나무,6.7,AS
130.863703,37.497778,"2013-06-29",너도밤나무,6.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,33.3,AS
130.863703,37.497778,"2013-06-29",너도밤나무,8.5,AS
130.863703,37.497778,"2013-06-29",너도밤나무,6.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,23.4,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.9,AS
130.863703,37.497778,"2013-06-29",너도밤나무,23.6,AS
130.863703,37.497778,"2013-06-29",너도밤나무,5.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,9.6,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.0,AS
130.863703,37.497778,"2013-06-29",너도밤나무,2.9,AS
130.863703,37.497778,"2013-06-29",솔송나무,2.8,AS
130.863703,37.497778,"2013-06-29",솔송나무,4.9,AS
130.863703,37.497778,"2013-06-29",섬벚나무,13.6,AS
130.863703,37.497778,"2013-06-29",섬벚나무,17.1,AS
130.863703,37.497778,"2013-06-29",솔송나무,8.2,AS
130.863703,37.497778,"2013-06-29",솔송나무,7.3,AB
130.863703,37.497778,"2013-06-29",너도밤나무,2.5,AS
130.863703,37.497778,"2013-06-29",너도밤나무,2.7,AS
130.863703,37.497778,"2013-06-29",주목,3.2,AS
130.863703,37.497778,"2013-06-29",솔송나무,2.8,AS
130.863703,37.497778,"2013-06-29",솔송나무,2.5,AS
130.863703,37.497778,"2013-06-29",솔송나무,2.5,AS
130.863703,37.497778,"2013-06-29",솔송나무,3.7,AS
130.863703,37.497778,"2013-06-29",너도밤나무,47.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,12.3,AS
130.863703,37.497778,"2013-06-29",너도밤나무,45.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,5.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,5.5,AS
130.863703,37.497778,"2013-06-29",너도밤나무,6.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.9,AS
130.863703,37.497778,"2013-06-29",너도밤나무,2.9,AS
130.863703,37.497778,"2013-06-29",섬벚나무,25.7,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,6.3,AS
130.863703,37.497778,"2013-06-29",너도밤나무,52.4,AS
130.863703,37.497778,"2013-06-29",너도밤나무,2.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,13.1,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,30.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.6,AS
130.863703,37.497778,"2013-06-29",황벽나무,51.2,AS
130.863703,37.497778,"2013-06-29",층층나무,16.6,AS
130.863703,37.497778,"2013-06-29",풍게나무,3.7,AS
130.863703,37.497778,"2013-06-29",풍게나무,4.9,AS
130.863703,37.497778,"2013-06-29",마가목,3.8,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,25.0,AS
130.863703,37.497778,"2013-06-29",황벽나무,51.2,AS
130.863703,37.497778,"2013-06-29",마가목,7.8,AL
130.863703,37.497778,"2013-06-29",층층나무,29.6,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,7.5,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,14.9,AS
130.863703,37.497778,"2013-06-29",너도밤나무,8.3,AS
130.863703,37.497778,"2013-06-29",너도밤나무,7.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.5,AS
130.863703,37.497778,"2013-06-29",너도밤나무,9.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,12.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,46.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,6.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,5.4,AS
130.863703,37.497778,"2013-06-29",너도밤나무,6.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,6.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.9,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.9,AS
130.863703,37.497778,"2013-06-29",너도밤나무,2.7,AS
130.863703,37.497778,"2013-06-29",너도밤나무,2.5,AS
130.863703,37.497778,"2013-06-29",너도밤나무,2.8,AB
130.863703,37.497778,"2013-06-29",층층나무,36.9,AS
130.863703,37.497778,"2013-06-29",황벽나무,36.2,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,3.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,2.6,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,35.9,AS
130.863703,37.497778,"2013-06-29",풍게나무,18.4,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,29.0,AS
130.863703,37.497778,"2013-06-29",너도밤나무,29.0,AS
130.863703,37.497778,"2013-06-29",너도밤나무,20.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,60.6,AS
130.863703,37.497778,"2013-06-29",너도밤나무,5.0,AS
130.863703,37.497778,"2013-06-29",너도밤나무,5.4,AS
130.863703,37.497778,"2013-06-29",너도밤나무,7.3,AS
130.863703,37.497778,"2013-06-29",너도밤나무,10.6,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,2.8,AS
130.863703,37.497778,"2013-06-29",풍게나무,13.2,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,42.6,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,4.8,AB
130.863703,37.497778,"2013-06-29",너도밤나무,36.6,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.7,AS
130.863703,37.497778,"2013-06-29",너도밤나무,7.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,38.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,29.6,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.1,AS
130.863703,37.497778,"2013-06-29",너도밤나무,2.6,AS
130.863703,37.497778,"2013-06-29",마가목,16.5,AS
130.863703,37.497778,"2013-06-29",너도밤나무,27.9,AS
130.863703,37.497778,"2013-06-29",너도밤나무,21.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,2.8,AS
130.863703,37.497778,"2013-06-29",층층나무,33.6,AS
130.863703,37.497778,"2013-06-29",풍게나무,3.0,AS
130.863703,37.497778,"2013-06-29",섬벚나무,43.7,AS
130.863703,37.497778,"2013-06-29",황벽나무,28.4,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,74.5,AS
130.863703,37.497778,"2013-06-29",섬벚나무,31.7,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,13.6,AS
130.863703,37.497778,"2013-06-29",너도밤나무,16.8,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.0,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,43.3,AS
130.863703,37.497778,"2013-06-29",섬피나무,64.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.9,AS
130.863703,37.497778,"2013-06-29",너도밤나무,27.6,AS
130.863703,37.497778,"2013-06-29",너도밤나무,14.7,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.7,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.9,AS
130.863703,37.497778,"2013-06-29",너도밤나무,4.0,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.2,AS
130.863703,37.497778,"2013-06-29",너도밤나무,3.1,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,57.6,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,14.9,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,27.5,AS
130.863703,37.497778,"2013-06-29",고로쇠나무,23.5,AS
130.863703,37.497778,"2013-06-29",섬피나무,49.2,AS
130.863703,37.497778,"2013-06-29",풍게나무,9.2,AS
130.863703,37.497778,"2013-06-29",풍게나무,11.2,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,54.8,AS
130.863703,37.497778,"2013-06-30",층층나무,38.8,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,52.3,AS
130.863703,37.497778,"2013-06-30",섬피나무,3.7,AB
130.863703,37.497778,"2013-06-30",섬피나무,3.0,AF
130.863703,37.497778,"2013-06-30",층층나무,18.7,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,2.9,AS
130.863703,37.497778,"2013-06-30",섬피나무,3.5,AS
130.863703,37.497778,"2013-06-30",너도밤나무,10.1,AD
130.863703,37.497778,"2013-06-30",너도밤나무,38.2,AS
130.863703,37.497778,"2013-06-30",너도밤나무,8.9,AS
130.863703,37.497778,"2013-06-30",너도밤나무,3.3,AS
130.863703,37.497778,"2013-06-30",너도밤나무,5.1,AS
130.863703,37.497778,"2013-06-30",너도밤나무,6.0,AS
130.863703,37.497778,"2013-06-30",너도밤나무,5.2,AS
130.863703,37.497778,"2013-06-30",너도밤나무,3.3,AS
130.863703,37.497778,"2013-06-30",너도밤나무,6.2,AS
130.863703,37.497778,"2013-06-30",너도밤나무,2.6,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,31.7,AS
130.863703,37.497778,"2013-06-30",너도밤나무,3.9,AF
130.863703,37.497778,"2013-06-30",너도밤나무,3.0,AS
130.863703,37.497778,"2013-06-30",너도밤나무,3.9,AS
130.863703,37.497778,"2013-06-30",너도밤나무,4.7,AS
130.863703,37.497778,"2013-06-30",섬피나무,14.4,AS
130.863703,37.497778,"2013-06-30",너도밤나무,8.6,AS
130.863703,37.497778,"2013-06-30",너도밤나무,23.6,AS
130.863703,37.497778,"2013-06-30",너도밤나무,18.1,AS
130.863703,37.497778,"2013-06-30",너도밤나무,34.4,AS
130.863703,37.497778,"2013-06-30",너도밤나무,8.6,AS
130.863703,37.497778,"2013-06-30",층층나무,30.3,AS
130.863703,37.497778,"2013-06-30",섬피나무,11.7,AS
130.863703,37.497778,"2013-06-30",섬벚나무,22.1,AS
130.863703,37.497778,"2013-06-30",마가목,19.1,AS
130.863703,37.497778,"2013-06-30",마가목,27.8,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,23.4,AS
130.863703,37.497778,"2013-06-30",너도밤나무,29.4,AS
130.863703,37.497778,"2013-06-30",너도밤나무,10.7,AS
130.863703,37.497778,"2013-06-30",너도밤나무,6.7,AS
130.863703,37.497778,"2013-06-30",솔송나무,3.7,AS
130.863703,37.497778,"2013-06-30",섬단풍나무,10.8,AS
130.863703,37.497778,"2013-06-30",섬벚나무,17.8,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,5.5,AS
130.863703,37.497778,"2013-06-30",쪽동백나무,8.1,AS
130.863703,37.497778,"2013-06-30",섬단풍나무,3.8,AS
130.863703,37.497778,"2013-06-30",너도밤나무,5.9,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,16.7,AS
130.863703,37.497778,"2013-06-30",섬단풍나무,12.9,AS
130.863703,37.497778,"2013-06-30",너도밤나무,6.6,AS
130.863703,37.497778,"2013-06-30",너도밤나무,4.8,AS
130.863703,37.497778,"2013-06-30",너도밤나무,3.9,AS
130.863703,37.497778,"2013-06-30",너도밤나무,19.2,AS
130.863703,37.497778,"2013-06-30",솔송나무,4.2,AS
130.863703,37.497778,"2013-06-30",섬피나무,33.9,AS
130.863703,37.497778,"2013-06-30",너도밤나무,5.3,AS
130.863703,37.497778,"2013-06-30",섬단풍나무,3.8,AS
130.863703,37.497778,"2013-06-30",섬단풍나무,7.4,AS
130.863703,37.497778,"2013-06-30",섬벚나무,17.2,AS
130.863703,37.497778,"2013-06-30",너도밤나무,22.5,AS
130.863703,37.497778,"2013-06-30",너도밤나무,24.3,AS
130.863703,37.497778,"2013-06-30",너도밤나무,27.0,AS
130.863703,37.497778,"2013-06-30",너도밤나무,2.9,AS
130.863703,37.497778,"2013-06-30",솔송나무,3.1,AS
130.863703,37.497778,"2013-06-30",솔송나무,2.8,AS
130.863703,37.497778,"2013-06-30",솔송나무,4.3,AS
130.863703,37.497778,"2013-06-30",섬피나무,7.3,AS
130.863703,37.497778,"2013-06-30",너도밤나무,30.3,AS
130.863703,37.497778,"2013-06-30",너도밤나무,26.1,AS
130.863703,37.497778,"2013-06-30",너도밤나무,14.5,AS
130.863703,37.497778,"2013-06-30",너도밤나무,26.3,AS
130.863703,37.497778,"2013-06-30",너도밤나무,21.9,AS
130.863703,37.497778,"2013-06-30",너도밤나무,3.5,AS
130.863703,37.497778,"2013-06-30",너도밤나무,5.9,AS
130.863703,37.497778,"2013-06-30",너도밤나무,5.1,AS
130.863703,37.497778,"2013-06-30",너도밤나무,13.8,AS
130.863703,37.497778,"2013-06-30",너도밤나무,31.9,AS
130.863703,37.497778,"2013-06-30",너도밤나무,19.4,AS
130.863703,37.497778,"2013-06-30",너도밤나무,16.2,AS
130.863703,37.497778,"2013-06-30",너도밤나무,26.5,AS
130.863703,37.497778,"2013-06-30",너도밤나무,13.4,AS
130.863703,37.497778,"2013-06-30",너도밤나무,31.5,AS
130.863703,37.497778,"2013-06-30",너도밤나무,7.6,AS
130.863703,37.497778,"2013-06-30",너도밤나무,14.3,AS
130.863703,37.497778,"2013-06-30",너도밤나무,2.9,AS
130.863703,37.497778,"2013-06-30",너도밤나무,2.9,AS
130.863703,37.497778,"2013-06-30",너도밤나무,28.1,AS
130.863703,37.497778,"2013-06-30",너도밤나무,3.5,AS
130.863703,37.497778,"2013-06-30",너도밤나무,27.0,AS
130.863703,37.497778,"2013-06-30",너도밤나무,6.4,AS
130.863703,37.497778,"2013-06-30",너도밤나무,8.6,AS
130.863703,37.497778,"2013-06-30",섬단풍나무,5.3,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,43.3,AS
130.863703,37.497778,"2013-06-30",솔송나무,3.2,AS
130.863703,37.497778,"2013-06-30",솔송나무,2.6,AS
130.863703,37.497778,"2013-06-30",주목,2.8,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,34.5,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,21.0,AS
130.863703,37.497778,"2013-06-30",층층나무,42.8,AS
130.863703,37.497778,"2013-06-30",황벽나무,40.3,AS
130.863703,37.497778,"2013-06-30",섬단풍나무,23.5,AS
130.863703,37.497778,"2013-06-30",황벽나무,34.5,AS
130.863703,37.497778,"2013-06-30",층층나무,10.4,AS
130.863703,37.497778,"2013-06-30",황벽나무,47.5,AS
130.863703,37.497778,"2013-06-30",마가목,10.1,AS
130.863703,37.497778,"2013-06-30",너도밤나무,21.6,AS
130.863703,37.497778,"2013-06-30",너도밤나무,8.1,AS
130.863703,37.497778,"2013-06-30",너도밤나무,5.6,AS
130.863703,37.497778,"2013-06-30",너도밤나무,4.6,AS
130.863703,37.497778,"2013-06-30",너도밤나무,2.6,AS
130.863703,37.497778,"2013-06-30",너도밤나무,2.9,AS
130.863703,37.497778,"2013-06-30",너도밤나무,2.6,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,31.7,AS
130.863703,37.497778,"2013-06-30",풍게나무,40.2,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,39.0,AS
130.863703,37.497778,"2013-06-30",너도밤나무,9.0,AS
130.863703,37.497778,"2013-06-30",너도밤나무,34.1,AS
130.863703,37.497778,"2013-06-30",너도밤나무,28.2,AS
130.863703,37.497778,"2013-06-30",너도밤나무,11.6,AS
130.863703,37.497778,"2013-06-30",너도밤나무,2.9,AS
130.863703,37.497778,"2013-06-30",너도밤나무,28.9,AS
130.863703,37.497778,"2013-06-30",너도밤나무,7.6,AS
130.863703,37.497778,"2013-06-30",너도밤나무,3.1,AS
130.863703,37.497778,"2013-06-30",너도밤나무,3.5,AS
130.863703,37.497778,"2013-06-30",황벽나무,25.7,AS
130.863703,37.497778,"2013-06-30",풍게나무,3.7,AS
130.863703,37.497778,"2013-06-30",섬피나무,3.8,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,3.8,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,37.5,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,37.2,AS
130.863703,37.497778,"2013-06-30",풍게나무,27.2,AS
130.863703,37.497778,"2013-06-30",고로쇠나무,52.1,AS
130.863703,37.497778,"2013-06-30",층층나무,36.9,AS
130.863703,37.497778,"2013-06-30",난티나무,3.9,AS
130.863703,37.497778,"2013-06-30",난티나무,4.8,AS
130.863703,37.497778,"2013-06-30",층층나무,15.9,AS
130.863703,37.497778,"2013-06-30",너도밤나무,6.4,AS
130.863703,37.497778,"2013-06-30",너도밤나무,19.0,AS
130.863703,37.497778,"2013-06-30",너도밤나무,23.4,AS
130.863703,37.497778,"2013-06-30",너도밤나무,8.5,AS
130.863703,37.497778,"2013-06-30",너도밤나무,2.8,AS
130.863703,37.497778,"2013-06-30",너도밤나무,4.8,AS
130.863703,37.497778,"2013-06-30",너도밤나무,2.8,AS
130.863703,37.497778,"2013-06-30",풍게나무,3.1,AS
